date;births
1982-09-26;2006
1982-09-27;2053
1982-09-28;2270
1982-09-29;2313
1982-09-30;2250
1982-10-01;2160
1982-10-02;2041
1982-10-03;1865
1982-10-04;2134
1982-10-05;2233
1982-10-06;2251
1982-10-07;2298
1982-10-08;2226
1982-10-09;2135
1982-10-10;1832
1982-10-11;2146
1982-10-12;2277
1982-10-13;2185
1982-10-14;2203
1982-10-15;2126
1982-10-16;1989
1982-10-17;1759
1982-10-18;2183
1982-10-19;2207
1982-10-20;2102
1982-10-21;2175
1982-10-22;2170
1982-10-23;2003
1982-10-24;1814
1982-10-25;2145
1982-10-26;2068
1982-10-27;2135
1982-10-28;2162
1982-10-29;2108
1982-10-30;2003
1982-10-31;1863
1982-11-01;1776
1982-11-02;2148
1982-11-03;2196
1982-11-04;2151
1982-11-05;2200
1982-11-06;2030
1982-11-07;1799
1982-11-08;2196
1982-11-09;2173
1982-11-10;2181
1982-11-11;1811
1982-11-12;2103
1982-11-13;1987
1982-11-14;1768
1982-11-15;2048
1982-11-16;2190
1982-11-17;2085
1982-11-18;2170
1982-11-19;2095
1982-11-20;1964
1982-11-21;1683
1982-11-22;2097
1982-11-23;2054
1982-11-24;2134
1982-11-25;2150
1982-11-26;2180
1982-11-27;1920
1982-11-28;1746
1982-11-29;2027
1982-11-30;2116
1982-12-01;2230
1982-12-02;2089
1982-12-03;2100
1982-12-04;1840
1982-12-05;1760
1982-12-06;2044
1982-12-07;2174
1982-12-08;2147
1982-12-09;2130
1982-12-10;2131
1982-12-11;1921
1982-12-12;1858
1982-12-13;2123
1982-12-14;2117
1982-12-15;2085
1982-12-16;2246
1982-12-17;2195
1982-12-18;1995
1982-12-19;1659
1982-12-20;2081
1982-12-21;2114
1982-12-22;1952
1982-12-23;1944
1982-12-24;1852
1982-12-25;1590
1982-12-26;1786
1982-12-27;2163
1982-12-28;2134
1982-12-29;2093
1982-12-30;2012
1982-12-31;1869
1983-01-01;1636
1983-01-02;1680
1983-01-03;2008
1983-01-04;2101
1983-01-05;2143
1983-01-06;2069
1983-01-07;2046
1983-01-08;1876
1983-01-09;1659
1983-01-10;2052
1983-01-11;2064
1983-01-12;1973
1983-01-13;2100
1983-01-14;2095
1983-01-15;1925
1983-01-16;1837
1983-01-17;2030
1983-01-18;2121
1983-01-19;2026
1983-01-20;2096
1983-01-21;2078
1983-01-22;1890
1983-01-23;1697
1983-01-24;1962
1983-01-25;2010
1983-01-26;2101
1983-01-27;2086
1983-01-28;2088
1983-01-29;1868
1983-01-30;1768
1983-01-31;1957
1983-02-01;2173
1983-02-02;1974
1983-02-03;2121
1983-02-04;2018
1983-02-05;2029
1983-02-06;1808
1983-02-07;2124
1983-02-08;2123
1983-02-09;2113
1983-02-10;2136
1983-02-11;2099
1983-02-12;2006
1983-02-13;1822
1983-02-14;2010
1983-02-15;2148
1983-02-16;2133
1983-02-17;2156
1983-02-18;2117
1983-02-19;1941
1983-02-20;1765
1983-02-21;2075
1983-02-22;2082
1983-02-23;2067
1983-02-24;2098
1983-02-25;2081
1983-02-26;2004
1983-02-27;1764
1983-02-28;2147
1983-03-01;2177
1983-03-02;2022
1983-03-03;2074
1983-03-04;2029
1983-03-05;1922
1983-03-06;1672
1983-03-07;1968
1983-03-08;2114
1983-03-09;2083
1983-03-10;2059
1983-03-11;2104
1983-03-12;1886
1983-03-13;1695
1983-03-14;2010
1983-03-15;2145
1983-03-16;2023
1983-03-17;2095
1983-03-18;2106
1983-03-19;1885
1983-03-20;1717
1983-03-21;2019
1983-03-22;2112
1983-03-23;2033
1983-03-24;2042
1983-03-25;2086
1983-03-26;1938
1983-03-27;1659
1983-03-28;2053
1983-03-29;2175
1983-03-30;2132
1983-03-31;2131
1983-04-01;2152
1983-04-02;1922
1983-04-03;1751
1983-04-04;1805
1983-04-05;2029
1983-04-06;2193
1983-04-07;2204
1983-04-08;2228
1983-04-09;2004
1983-04-10;1786
1983-04-11;2108
1983-04-12;2204
1983-04-13;2208
1983-04-14;2028
1983-04-15;2177
1983-04-16;2031
1983-04-17;1901
1983-04-18;2218
1983-04-19;2225
1983-04-20;2114
1983-04-21;2231
1983-04-22;2211
1983-04-23;2021
1983-04-24;1759
1983-04-25;2132
1983-04-26;2220
1983-04-27;2316
1983-04-28;2279
1983-04-29;2248
1983-04-30;2049
1983-05-01;1985
1983-05-02;2343
1983-05-03;2284
1983-05-04;2269
1983-05-05;2451
1983-05-06;2433
1983-05-07;2137
1983-05-08;1827
1983-05-09;2247
1983-05-10;2440
1983-05-11;2387
1983-05-12;2036
1983-05-13;2430
1983-05-14;2162
1983-05-15;1907
1983-05-16;2244
1983-05-17;2352
1983-05-18;2353
1983-05-19;2292
1983-05-20;2300
1983-05-21;2117
1983-05-22;1958
1983-05-23;1902
1983-05-24;2335
1983-05-25;2342
1983-05-26;2351
1983-05-27;2331
1983-05-28;2142
1983-05-29;1875
1983-05-30;2304
1983-05-31;2293
1983-06-01;2320
1983-06-02;2350
1983-06-03;2274
1983-06-04;2186
1983-06-05;2013
1983-06-06;2375
1983-06-07;2386
1983-06-08;2441
1983-06-09;2258
1983-06-10;2374
1983-06-11;2026
1983-06-12;1888
1983-06-13;2179
1983-06-14;2237
1983-06-15;2206
1983-06-16;2192
1983-06-17;2254
1983-06-18;2101
1983-06-19;1827
1983-06-20;2323
1983-06-21;2367
1983-06-22;2224
1983-06-23;2333
1983-06-24;2222
1983-06-25;2118
1983-06-26;1783
1983-06-27;2242
1983-06-28;2274
1983-06-29;2175
1983-06-30;2198
1983-07-01;2277
1983-07-02;2144
1983-07-03;1911
1983-07-04;2238
1983-07-05;2350
1983-07-06;2331
1983-07-07;2237
1983-07-08;2315
1983-07-09;2187
1983-07-10;1925
1983-07-11;2305
1983-07-12;2421
1983-07-13;2403
1983-07-14;1972
1983-07-15;2138
1983-07-16;2109
1983-07-17;1922
1983-07-18;2235
1983-07-19;2436
1983-07-20;2220
1983-07-21;2153
1983-07-22;2223
1983-07-23;2155
1983-07-24;1886
1983-07-25;2319
1983-07-26;2425
1983-07-27;2382
1983-07-28;2267
1983-07-29;2241
1983-07-30;2031
1983-07-31;1933
1983-08-01;2128
1983-08-02;2066
1983-08-03;2088
1983-08-04;2117
1983-08-05;2117
1983-08-06;1955
1983-08-07;1778
1983-08-08;2150
1983-08-09;2220
1983-08-10;2270
1983-08-11;2221
1983-08-12;2195
1983-08-13;2001
1983-08-14;1696
1983-08-15;1794
1983-08-16;2164
1983-08-17;2198
1983-08-18;2174
1983-08-19;2259
1983-08-20;1953
1983-08-21;1768
1983-08-22;1971
1983-08-23;2103
1983-08-24;2116
1983-08-25;2116
1983-08-26;2042
1983-08-27;1977
1983-08-28;1714
1983-08-29;1972
1983-08-30;2155
1983-08-31;2040
1983-09-01;2085
1983-09-02;1946
1983-09-03;1890
1983-09-04;1714
1983-09-05;1971
1983-09-06;2143
1983-09-07;2087
1983-09-08;2077
1983-09-09;2199
1983-09-10;1895
1983-09-11;1699
1983-09-12;2003
1983-09-13;2094
1983-09-14;2096
1983-09-15;2179
1983-09-16;2206
1983-09-17;1900
1983-09-18;1780
1983-09-19;2025
1983-09-20;2237
1983-09-21;2128
1983-09-22;2232
1983-09-23;2270
1983-09-24;1958
1983-09-25;1942
1983-09-26;2067
1983-09-27;2186
1983-09-28;2153
1983-09-29;2100
1983-09-30;2134
1983-10-01;1892
1983-10-02;1764
1983-10-03;2024
1983-10-04;2164
1983-10-05;2095
1983-10-06;2114
1983-10-07;2051
1983-10-08;1895
1983-10-09;1736
1983-10-10;2083
1983-10-11;2140
1983-10-12;1973
1983-10-13;2001
1983-10-14;2100
1983-10-15;1925
1983-10-16;1674
1983-10-17;1969
1983-10-18;2096
1983-10-19;1998
1983-10-20;1962
1983-10-21;1991
1983-10-22;1854
1983-10-23;1577
1983-10-24;1956
1983-10-25;2001
1983-10-26;1986
1983-10-27;2013
1983-10-28;2019
1983-10-29;1751
1983-10-30;1651
1983-10-31;1840
1983-11-01;1596
1983-11-02;1888
1983-11-03;2060
1983-11-04;2043
1983-11-05;1753
1983-11-06;1585
1983-11-07;1981
1983-11-08;2070
1983-11-09;1972
1983-11-10;2059
1983-11-11;1760
1983-11-12;1786
1983-11-13;1581
1983-11-14;1874
1983-11-15;2072
1983-11-16;1991
1983-11-17;2090
1983-11-18;2031
1983-11-19;1815
1983-11-20;1594
1983-11-21;1988
1983-11-22;2022
1983-11-23;2018
1983-11-24;1942
1983-11-25;2057
1983-11-26;1861
1983-11-27;1647
1983-11-28;2007
1983-11-29;1988
1983-11-30;1958
1983-12-01;1935
1983-12-02;1952
1983-12-03;1881
1983-12-04;1620
1983-12-05;1913
1983-12-06;2053
1983-12-07;1963
1983-12-08;1964
1983-12-09;2020
1983-12-10;1926
1983-12-11;1682
1983-12-12;2075
1983-12-13;2114
1983-12-14;2015
1983-12-15;2098
1983-12-16;2262
1983-12-17;1889
1983-12-18;1628
1983-12-19;2080
1983-12-20;2087
1983-12-21;1960
1983-12-22;1951
1983-12-23;1919
1983-12-24;1800
1983-12-25;1554
1983-12-26;1986
1983-12-27;2035
1983-12-28;2024
1983-12-29;1995
1983-12-30;1922
1983-12-31;1762
1984-01-01;1557
1984-01-02;1846
1984-01-03;2093
1984-01-04;2035
1984-01-05;2025
1984-01-06;2044
1984-01-07;1757
1984-01-08;1662
1984-01-09;2013
1984-01-10;1979
1984-01-11;2045
1984-01-12;2107
1984-01-13;2088
1984-01-14;1850
1984-01-15;1669
1984-01-16;2030
1984-01-17;2099
1984-01-18;1937
1984-01-19;2013
1984-01-20;2105
1984-01-21;1800
1984-01-22;1591
1984-01-23;2035
1984-01-24;2058
1984-01-25;2038
1984-01-26;2079
1984-01-27;2081
1984-01-28;1825
1984-01-29;1654
1984-01-30;1987
1984-01-31;2087
1984-02-01;1988
1984-02-02;2140
1984-02-03;2044
1984-02-04;1980
1984-02-05;1737
1984-02-06;1976
1984-02-07;2112
1984-02-08;2009
1984-02-09;2140
1984-02-10;2084
1984-02-11;1860
1984-02-12;1729
1984-02-13;2030
1984-02-14;2125
1984-02-15;2007
1984-02-16;2102
1984-02-17;2066
1984-02-18;1914
1984-02-19;1668
1984-02-20;2162
1984-02-21;2172
1984-02-22;2026
1984-02-23;2197
1984-02-24;2123
1984-02-25;1935
1984-02-26;1707
1984-02-27;2057
1984-02-28;2216
1984-02-29;2047
1984-03-01;2178
1984-03-02;2150
1984-03-03;1864
1984-03-04;1724
1984-03-05;2066
1984-03-06;2173
1984-03-07;2066
1984-03-08;2105
1984-03-09;2214
1984-03-10;1882
1984-03-11;1734
1984-03-12;2147
1984-03-13;2203
1984-03-14;2119
1984-03-15;2165
1984-03-16;2164
1984-03-17;1930
1984-03-18;1697
1984-03-19;1970
1984-03-20;2187
1984-03-21;2121
1984-03-22;2172
1984-03-23;2094
1984-03-24;1969
1984-03-25;1655
1984-03-26;2090
1984-03-27;2133
1984-03-28;2108
1984-03-29;2126
1984-03-30;2115
1984-03-31;1931
1984-04-01;1792
1984-04-02;1981
1984-04-03;2084
1984-04-04;2009
1984-04-05;2069
1984-04-06;2176
1984-04-07;1852
1984-04-08;1770
1984-04-09;2000
1984-04-10;2125
1984-04-11;2067
1984-04-12;2170
1984-04-13;2163
1984-04-14;1870
1984-04-15;1867
1984-04-16;2024
1984-04-17;2239
1984-04-18;2088
1984-04-19;2181
1984-04-20;2316
1984-04-21;2102
1984-04-22;1785
1984-04-23;1793
1984-04-24;2129
1984-04-25;2256
1984-04-26;2219
1984-04-27;2286
1984-04-28;1947
1984-04-29;1812
1984-04-30;1972
1984-05-01;1837
1984-05-02;2223
1984-05-03;2295
1984-05-04;2254
1984-05-05;2050
1984-05-06;1849
1984-05-07;2098
1984-05-08;1936
1984-05-09;2187
1984-05-10;2331
1984-05-11;2299
1984-05-12;2070
1984-05-13;1937
1984-05-14;2168
1984-05-15;2384
1984-05-16;2323
1984-05-17;2326
1984-05-18;2372
1984-05-19;2132
1984-05-20;1823
1984-05-21;2302
1984-05-22;2364
1984-05-23;2226
1984-05-24;2281
1984-05-25;2289
1984-05-26;1917
1984-05-27;1871
1984-05-28;2235
1984-05-29;2236
1984-05-30;2293
1984-05-31;1933
1984-06-01;2376
1984-06-02;2098
1984-06-03;1878
1984-06-04;2205
1984-06-05;2295
1984-06-06;2233
1984-06-07;2250
1984-06-08;2262
1984-06-09;2059
1984-06-10;1896
1984-06-11;1935
1984-06-12;2358
1984-06-13;2375
1984-06-14;2404
1984-06-15;2362
1984-06-16;2151
1984-06-17;1889
1984-06-18;2331
1984-06-19;2391
1984-06-20;2351
1984-06-21;2366
1984-06-22;2305
1984-06-23;2058
1984-06-24;1830
1984-06-25;2107
1984-06-26;2248
1984-06-27;2148
1984-06-28;2215
1984-06-29;2161
1984-06-30;2033
1984-07-01;1900
1984-07-02;2238
1984-07-03;2315
1984-07-04;2337
1984-07-05;2294
1984-07-06;2372
1984-07-07;2096
1984-07-08;1942
1984-07-09;2342
1984-07-10;2419
1984-07-11;2304
1984-07-12;2381
1984-07-13;2209
1984-07-14;1921
1984-07-15;1857
1984-07-16;2155
1984-07-17;2299
1984-07-18;2263
1984-07-19;2296
1984-07-20;2320
1984-07-21;2074
1984-07-22;1982
1984-07-23;2309
1984-07-24;2339
1984-07-25;2287
1984-07-26;2266
1984-07-27;2217
1984-07-28;2139
1984-07-29;1982
1984-07-30;2375
1984-07-31;2448
1984-08-01;2182
1984-08-02;2190
1984-08-03;2179
1984-08-04;2015
1984-08-05;1862
1984-08-06;2015
1984-08-07;2244
1984-08-08;2220
1984-08-09;2185
1984-08-10;2277
1984-08-11;2038
1984-08-12;1697
1984-08-13;2149
1984-08-14;2295
1984-08-15;1932
1984-08-16;2170
1984-08-17;2215
1984-08-18;2039
1984-08-19;1826
1984-08-20;2180
1984-08-21;2250
1984-08-22;2136
1984-08-23;2094
1984-08-24;2156
1984-08-25;1938
1984-08-26;1689
1984-08-27;1992
1984-08-28;2146
1984-08-29;2108
1984-08-30;2068
1984-08-31;2187
1984-09-01;1804
1984-09-02;1716
1984-09-03;2106
1984-09-04;2174
1984-09-05;2183
1984-09-06;1989
1984-09-07;2116
1984-09-08;1966
1984-09-09;1742
1984-09-10;2116
1984-09-11;2235
1984-09-12;2199
1984-09-13;2247
1984-09-14;2342
1984-09-15;2082
1984-09-16;1807
1984-09-17;2126
1984-09-18;2282
1984-09-19;2132
1984-09-20;2418
1984-09-21;2228
1984-09-22;1988
1984-09-23;1868
1984-09-24;2101
1984-09-25;2285
1984-09-26;2223
1984-09-27;2301
1984-09-28;2275
1984-09-29;2009
1984-09-30;1839
1984-10-01;2154
1984-10-02;2282
1984-10-03;2262
1984-10-04;2143
1984-10-05;2222
1984-10-06;2080
1984-10-07;1767
1984-10-08;2162
1984-10-09;2359
1984-10-10;2220
1984-10-11;2240
1984-10-12;2176
1984-10-13;1948
1984-10-14;1778
1984-10-15;2131
1984-10-16;2209
1984-10-17;2122
1984-10-18;2124
1984-10-19;2155
1984-10-20;1955
1984-10-21;1818
1984-10-22;2108
1984-10-23;2243
1984-10-24;2078
1984-10-25;2043
1984-10-26;2127
1984-10-27;1894
1984-10-28;1734
1984-10-29;2074
1984-10-30;2150
1984-10-31;2129
1984-11-01;1799
1984-11-02;2078
1984-11-03;1887
1984-11-04;1796
1984-11-05;2059
1984-11-06;2270
1984-11-07;2104
1984-11-08;2188
1984-11-09;2142
1984-11-10;1962
1984-11-11;1754
1984-11-12;2123
1984-11-13;2193
1984-11-14;2081
1984-11-15;2106
1984-11-16;2265
1984-11-17;1950
1984-11-18;1736
1984-11-19;2039
1984-11-20;2121
1984-11-21;2143
1984-11-22;2260
1984-11-23;2246
1984-11-24;1953
1984-11-25;1620
1984-11-26;2067
1984-11-27;2106
1984-11-28;2124
1984-11-29;2114
1984-11-30;1953
1984-12-01;1892
1984-12-02;1810
1984-12-03;2079
1984-12-04;2094
1984-12-05;2171
1984-12-06;2127
1984-12-07;2179
1984-12-08;1895
1984-12-09;1759
1984-12-10;2106
1984-12-11;2231
1984-12-12;2140
1984-12-13;2169
1984-12-14;2200
1984-12-15;1983
1984-12-16;1760
1984-12-17;2155
1984-12-18;2192
1984-12-19;2138
1984-12-20;2188
1984-12-21;2048
1984-12-22;1857
1984-12-23;1691
1984-12-24;1828
1984-12-25;1565
1984-12-26;2032
1984-12-27;2182
1984-12-28;2152
1984-12-29;2009
1984-12-30;1697
1984-12-31;1884
1985-01-01;1595
1985-01-02;2047
1985-01-03;2188
1985-01-04;2187
1985-01-05;1949
1985-01-06;1763
1985-01-07;2072
1985-01-08;2095
1985-01-09;2143
1985-01-10;2095
1985-01-11;2010
1985-01-12;1937
1985-01-13;1672
1985-01-14;2090
1985-01-15;2161
1985-01-16;2127
1985-01-17;2090
1985-01-18;2227
1985-01-19;2010
1985-01-20;1801
1985-01-21;2181
1985-01-22;2152
1985-01-23;2164
1985-01-24;2104
1985-01-25;2151
1985-01-26;1964
1985-01-27;1704
1985-01-28;2097
1985-01-29;2077
1985-01-30;2083
1985-01-31;2067
1985-02-01;2053
1985-02-02;1818
1985-02-03;1671
1985-02-04;2023
1985-02-05;2201
1985-02-06;2063
1985-02-07;2029
1985-02-08;2210
1985-02-09;1937
1985-02-10;1698
1985-02-11;2036
1985-02-12;2110
1985-02-13;2056
1985-02-14;2097
1985-02-15;2026
1985-02-16;1855
1985-02-17;1675
1985-02-18;1985
1985-02-19;2137
1985-02-20;2139
1985-02-21;2067
1985-02-22;2173
1985-02-23;1972
1985-02-24;1686
1985-02-25;2077
1985-02-26;2146
1985-02-27;2210
1985-02-28;2128
1985-03-01;2166
1985-03-02;1937
1985-03-03;1800
1985-03-04;2221
1985-03-05;2247
1985-03-06;2196
1985-03-07;2236
1985-03-08;2289
1985-03-09;1919
1985-03-10;1796
1985-03-11;2050
1985-03-12;2202
1985-03-13;2111
1985-03-14;2180
1985-03-15;2250
1985-03-16;1942
1985-03-17;1700
1985-03-18;2088
1985-03-19;2204
1985-03-20;2102
1985-03-21;2168
1985-03-22;2322
1985-03-23;1916
1985-03-24;1686
1985-03-25;2104
1985-03-26;2235
1985-03-27;2228
1985-03-28;2142
1985-03-29;2236
1985-03-30;1978
1985-03-31;1609
1985-04-01;2043
1985-04-02;2230
1985-04-03;2199
1985-04-04;2267
1985-04-05;2228
1985-04-06;2027
1985-04-07;1820
1985-04-08;1847
1985-04-09;2130
1985-04-10;2229
1985-04-11;2202
1985-04-12;2253
1985-04-13;2059
1985-04-14;1768
1985-04-15;2141
1985-04-16;2323
1985-04-17;2246
1985-04-18;2235
1985-04-19;2257
1985-04-20;2063
1985-04-21;1921
1985-04-22;2265
1985-04-23;2336
1985-04-24;2252
1985-04-25;2328
1985-04-26;2372
1985-04-27;2040
1985-04-28;1867
1985-04-29;2298
1985-04-30;2433
1985-05-01;2007
1985-05-02;2403
1985-05-03;2374
1985-05-04;2175
1985-05-05;1942
1985-05-06;2384
1985-05-07;2565
1985-05-08;2062
1985-05-09;2403
1985-05-10;2449
1985-05-11;2172
1985-05-12;1940
1985-05-13;2415
1985-05-14;2482
1985-05-15;2463
1985-05-16;2083
1985-05-17;2434
1985-05-18;2109
1985-05-19;1937
1985-05-20;2381
1985-05-21;2525
1985-05-22;2338
1985-05-23;2325
1985-05-24;2401
1985-05-25;2237
1985-05-26;2001
1985-05-27;1998
1985-05-28;2230
1985-05-29;2276
1985-05-30;2335
1985-05-31;2360
1985-06-01;2129
1985-06-02;1977
1985-06-03;2266
1985-06-04;2362
1985-06-05;2362
1985-06-06;2336
1985-06-07;2290
1985-06-08;1981
1985-06-09;1726
1985-06-10;2165
1985-06-11;2358
1985-06-12;2270
1985-06-13;2216
1985-06-14;2370
1985-06-15;2047
1985-06-16;1789
1985-06-17;2252
1985-06-18;2363
1985-06-19;2340
1985-06-20;2319
1985-06-21;2312
1985-06-22;2093
1985-06-23;1842
1985-06-24;2177
1985-06-25;2349
1985-06-26;2374
1985-06-27;2304
1985-06-28;2250
1985-06-29;2068
1985-06-30;1916
1985-07-01;2294
1985-07-02;2394
1985-07-03;2322
1985-07-04;2377
1985-07-05;2319
1985-07-06;2051
1985-07-07;1885
1985-07-08;2318
1985-07-09;2375
1985-07-10;2309
1985-07-11;2285
1985-07-12;2332
1985-07-13;2181
1985-07-14;1933
1985-07-15;2267
1985-07-16;2333
1985-07-17;2349
1985-07-18;2400
1985-07-19;2333
1985-07-20;2078
1985-07-21;1847
1985-07-22;2134
1985-07-23;2375
1985-07-24;2281
1985-07-25;2374
1985-07-26;2417
1985-07-27;2054
1985-07-28;1861
1985-07-29;2306
1985-07-30;2278
1985-07-31;2180
1985-08-01;2175
1985-08-02;2205
1985-08-03;1898
1985-08-04;1725
1985-08-05;2156
1985-08-06;2197
1985-08-07;2091
1985-08-08;2178
1985-08-09;2338
1985-08-10;1948
1985-08-11;1786
1985-08-12;2152
1985-08-13;2223
1985-08-14;2242
1985-08-15;1842
1985-08-16;2146
1985-08-17;1947
1985-08-18;1768
1985-08-19;2120
1985-08-20;2200
1985-08-21;2202
1985-08-22;2152
1985-08-23;2075
1985-08-24;1902
1985-08-25;1711
1985-08-26;2085
1985-08-27;2138
1985-08-28;2132
1985-08-29;2093
1985-08-30;2154
1985-08-31;1924
1985-09-01;1684
1985-09-02;2030
1985-09-03;2101
1985-09-04;2055
1985-09-05;2114
1985-09-06;2152
1985-09-07;1914
1985-09-08;1655
1985-09-09;2053
1985-09-10;2208
1985-09-11;2212
1985-09-12;2311
1985-09-13;2190
1985-09-14;1874
1985-09-15;1718
1985-09-16;2211
1985-09-17;2262
1985-09-18;2169
1985-09-19;2197
1985-09-20;2238
1985-09-21;2093
1985-09-22;1895
1985-09-23;2340
1985-09-24;2319
1985-09-25;2296
1985-09-26;2256
1985-09-27;2197
1985-09-28;2064
1985-09-29;1853
1985-09-30;2132
1985-10-01;2272
1985-10-02;2217
1985-10-03;2275
1985-10-04;2282
1985-10-05;1986
1985-10-06;1693
1985-10-07;2196
1985-10-08;2239
1985-10-09;2134
1985-10-10;2203
1985-10-11;2232
1985-10-12;1842
1985-10-13;1688
1985-10-14;2137
1985-10-15;2140
1985-10-16;2194
1985-10-17;2232
1985-10-18;2157
1985-10-19;1859
1985-10-20;1684
1985-10-21;2106
1985-10-22;2167
1985-10-23;2049
1985-10-24;2187
1985-10-25;2129
1985-10-26;1931
1985-10-27;1601
1985-10-28;2032
1985-10-29;2052
1985-10-30;2137
1985-10-31;2142
1985-11-01;1693
1985-11-02;1826
1985-11-03;1690
1985-11-04;2042
1985-11-05;2305
1985-11-06;2172
1985-11-07;2107
1985-11-08;2171
1985-11-09;2021
1985-11-10;1716
1985-11-11;1758
1985-11-12;2145
1985-11-13;2177
1985-11-14;2092
1985-11-15;2138
1985-11-16;2008
1985-11-17;1651
1985-11-18;2103
1985-11-19;2161
1985-11-20;2170
1985-11-21;2149
1985-11-22;2102
1985-11-23;1914
1985-11-24;1708
1985-11-25;2189
1985-11-26;2291
1985-11-27;2219
1985-11-28;2180
1985-11-29;2063
1985-11-30;1948
1985-12-01;1729
1985-12-02;2179
1985-12-03;2148
1985-12-04;2180
1985-12-05;2185
1985-12-06;2163
1985-12-07;1957
1985-12-08;1746
1985-12-09;2084
1985-12-10;2133
1985-12-11;2127
1985-12-12;2213
1985-12-13;2055
1985-12-14;1818
1985-12-15;1721
1985-12-16;2317
1985-12-17;2298
1985-12-18;2227
1985-12-19;2239
1985-12-20;2219
1985-12-21;1954
1985-12-22;1646
1985-12-23;2102
1985-12-24;2038
1985-12-25;1670
1985-12-26;2083
1985-12-27;2294
1985-12-28;2004
1985-12-29;1798
1985-12-30;2031
1985-12-31;2000
1986-01-01;1628
1986-01-02;2043
1986-01-03;2191
1986-01-04;2001
1986-01-05;1679
1986-01-06;2128
1986-01-07;2187
1986-01-08;2169
1986-01-09;2197
1986-01-10;2192
1986-01-11;1974
1986-01-12;1689
1986-01-13;2173
1986-01-14;2190
1986-01-15;2192
1986-01-16;2153
1986-01-17;2147
1986-01-18;1879
1986-01-19;1764
1986-01-20;2106
1986-01-21;2209
1986-01-22;2108
1986-01-23;2232
1986-01-24;2143
1986-01-25;1927
1986-01-26;1692
1986-01-27;2163
1986-01-28;2204
1986-01-29;2119
1986-01-30;2198
1986-01-31;2243
1986-02-01;1958
1986-02-02;1806
1986-02-03;2196
1986-02-04;2209
1986-02-05;2125
1986-02-06;2192
1986-02-07;2215
1986-02-08;1996
1986-02-09;1698
1986-02-10;2119
1986-02-11;2191
1986-02-12;2160
1986-02-13;2242
1986-02-14;2173
1986-02-15;2009
1986-02-16;1876
1986-02-17;2215
1986-02-18;2208
1986-02-19;2072
1986-02-20;2137
1986-02-21;2255
1986-02-22;1955
1986-02-23;1825
1986-02-24;2148
1986-02-25;2224
1986-02-26;2168
1986-02-27;2164
1986-02-28;2153
1986-03-01;1923
1986-03-02;1829
1986-03-03;2262
1986-03-04;2219
1986-03-05;2245
1986-03-06;2293
1986-03-07;2259
1986-03-08;1912
1986-03-09;1735
1986-03-10;2263
1986-03-11;2230
1986-03-12;2242
1986-03-13;2241
1986-03-14;2258
1986-03-15;1888
1986-03-16;1772
1986-03-17;2224
1986-03-18;2297
1986-03-19;2167
1986-03-20;2308
1986-03-21;2274
1986-03-22;1927
1986-03-23;1784
1986-03-24;2298
1986-03-25;2366
1986-03-26;2216
1986-03-27;2365
1986-03-28;2348
1986-03-29;1969
1986-03-30;1740
1986-03-31;1775
1986-04-01;2256
1986-04-02;2175
1986-04-03;2187
1986-04-04;2305
1986-04-05;1946
1986-04-06;1771
1986-04-07;2236
1986-04-08;2259
1986-04-09;2184
1986-04-10;2302
1986-04-11;2316
1986-04-12;2031
1986-04-13;1786
1986-04-14;2293
1986-04-15;2411
1986-04-16;2289
1986-04-17;2313
1986-04-18;2233
1986-04-19;1982
1986-04-20;1732
1986-04-21;2280
1986-04-22;2389
1986-04-23;2263
1986-04-24;2350
1986-04-25;2381
1986-04-26;2063
1986-04-27;1879
1986-04-28;2307
1986-04-29;2427
1986-04-30;2435
1986-05-01;2019
1986-05-02;2416
1986-05-03;2207
1986-05-04;1858
1986-05-05;2461
1986-05-06;2490
1986-05-07;2526
1986-05-08;1980
1986-05-09;2354
1986-05-10;2192
1986-05-11;1897
1986-05-12;2466
1986-05-13;2503
1986-05-14;2415
1986-05-15;2449
1986-05-16;2380
1986-05-17;2152
1986-05-18;1928
1986-05-19;1955
1986-05-20;2376
1986-05-21;2457
1986-05-22;2500
1986-05-23;2415
1986-05-24;2163
1986-05-25;1925
1986-05-26;2370
1986-05-27;2402
1986-05-28;2306
1986-05-29;2334
1986-05-30;2314
1986-05-31;1998
1986-06-01;1700
1986-06-02;2246
1986-06-03;2335
1986-06-04;2347
1986-06-05;2266
1986-06-06;2324
1986-06-07;2089
1986-06-08;1807
1986-06-09;2288
1986-06-10;2485
1986-06-11;2354
1986-06-12;2321
1986-06-13;2237
1986-06-14;2139
1986-06-15;1895
1986-06-16;2438
1986-06-17;2500
1986-06-18;2318
1986-06-19;2343
1986-06-20;2469
1986-06-21;2125
1986-06-22;1893
1986-06-23;2336
1986-06-24;2343
1986-06-25;2256
1986-06-26;2384
1986-06-27;2405
1986-06-28;2053
1986-06-29;1908
1986-06-30;2203
1986-07-01;2205
1986-07-02;2275
1986-07-03;2286
1986-07-04;2229
1986-07-05;1982
1986-07-06;1787
1986-07-07;2156
1986-07-08;2191
1986-07-09;2231
1986-07-10;2336
1986-07-11;2253
1986-07-12;2033
1986-07-13;1805
1986-07-14;1812
1986-07-15;2267
1986-07-16;2418
1986-07-17;2437
1986-07-18;2331
1986-07-19;2005
1986-07-20;1829
1986-07-21;2250
1986-07-22;2357
1986-07-23;2394
1986-07-24;2276
1986-07-25;2245
